time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz,mouth_tx,mouth_ty,mouth_tz
4.82,341.2781,487.6405,387.5349,-8.651235,7.082072,-6.180644,42.62866,-30.71517,23.78698,91.23831,67.2849,623.7735,554.2923,505.4746,563.6261,574.7025,424.435,323.8363,349.2623,717.6367,459.2664,702.4431,385.2568
4.83,341.1398,487.9067,387.418,-8.789719,7.121994,-6.200255,42.46576,-30.89543,23.71459,91.21719,67.43712,624.0869,551.8349,506.7955,564.849,572.2034,425.4065,321.9831,348.8332,717.96,458.716,703.3424,384.8256
4.84,340.9837,488.1579,387.2328,-8.821503,7.113599,-6.210022,42.19628,-31.07361,23.59414,91.1889,67.54168,624.1633,549.209,507.897,566.1623,569.8077,426.4182,320.1423,348.5254,718.2743,458.0672,704.3194,384.6364
4.85,340.8165,488.4036,387.0892,-8.838704,7.14763,-6.241757,41.93312,-31.34971,23.59011,91.22894,67.61673,624.2429,546.6499,509.0438,567.2432,567.1762,427.3817,318.2805,348.0811,718.5487,457.4627,705.2465,384.3983
4.86,340.5978,488.6027,386.9273,-8.636316,7.121262,-6.253324,41.37808,-31.55066,23.43512,91.23707,67.89209,624.4685,543.9986,510.3086,568.3805,564.2769,428.3562,316.2305,347.7988,719.3322,456.7913,706.1758,384.2111
4.87,340.6156,488.9739,386.8846,-8.336473,6.902786,-6.025772,40.52802,-31.78298,22.95145,91.18862,68.203,624.3654,541.3646,511.3508,569.6513,561.5364,429.3542,314.2493,347.4275,719.7269,456.0983,707.086,383.945
4.88,340.4636,489.2724,386.7151,-8.294468,6.93441,-6.012052,40.14273,-32.07714,22.85844,91.22253,68.47319,624.2815,538.7184,512.4389,571.0671,558.889,430.2552,312.2886,346.9934,720.1051,455.4433,707.9835,383.676
4.89,340.2998,489.5655,386.5398,-8.121388,6.943368,-5.978745,39.56886,-32.29615,22.71791,91.17711,68.87663,624.2356,535.9093,513.3604,572.1899,555.5982,431.1549,310.1872,346.7282,720.4089,454.9142,708.9947,383.3783
4.9,340.1383,489.8395,386.3663,-8.050543,6.947624,-5.984041,39.17334,-32.49998,22.61397,91.1374,69.15697,623.9897,533.0518,514.2379,573.4837,552.7752,432.2168,308.1911,346.3491,720.6802,454.1781,709.8535,383.352
4.91,339.9602,490.1261,386.1857,-7.889129,6.939653,-5.971026,38.64729,-32.7604,22.50786,91.14608,69.27763,623.9009,530.9354,516.0476,574.7109,549.9083,433.3829,306.241,345.8239,721.0694,453.6269,710.7924,382.9496
4.92,339.8265,490.4915,386.0364,-7.809487,6.901989,-5.973511,38.20183,-32.97992,22.34058,91.19484,69.32288,624.071,527.3754,516.7484,575.8941,546.8466,434.6876,304.3157,345.1402,721.2674,453.0628,711.7219,382.6478
4.93,339.672,490.8372,385.8911,-7.878016,6.898221,-5.953198,37.87067,-33.15506,22.25473,91.23372,69.4788,624.0548,524.4347,518.0925,577.037,544.0028,435.8426,302.2024,344.8327,721.6277,452.2251,712.5225,382.5207
4.94,339.4881,491.1126,385.7847,-7.890461,6.926218,-5.935095,37.51028,-33.36597,22.14162,90.98091,70.44699,624.3838,521.7252,519.6536,578.3001,541.1209,437.1101,300.185,344.3642,721.8476,451.5749,713.4479,382.2942
4.95,339.2953,491.3877,385.6471,-7.878434,6.88903,-5.914674,37.1056,-33.48084,21.93464,90.90997,70.76598,624.3751,518.8249,521.0459,579.4352,538.0555,438.4141,298.2236,343.8654,721.9792,450.9336,714.2746,381.9898
4.96,339.1087,491.6429,385.5454,-7.776629,6.89561,-5.933332,36.6821,-33.66633,21.78832,90.74485,71.40762,623.9894,515.9509,522.154,580.57,534.8282,439.5812,296.0242,343.7927,722.2267,450.3382,715.2139,381.7579
4.97,338.8928,491.8626,385.4235,-7.694995,6.878661,-5.918267,36.24224,-33.83016,21.56367,90.60735,71.74283,623.9636,513.2465,523.6485,581.7615,531.3716,440.7213,294.0624,343.1661,722.2999,449.6017,716.0309,381.5264
4.98,338.6766,492.1143,385.2977,-7.665496,6.930963,-5.958354,35.9808,-34.08812,21.51881,90.502,72.25059,623.5226,510.6631,524.7751,583.1631,527.9375,441.9335,292.0251,342.6146,722.4619,448.9425,716.844,381.1816
4.99,338.4862,492.3373,385.1755,-7.588006,6.924006,-5.94918,35.48951,-34.1852,21.2632,90.26301,73.09138,623.1402,507.777,525.69,584.2284,524.331,443.0107,289.9378,342.0447,722.5518,448.2539,717.6578,380.9331
5,338.2637,492.5585,385.0471,-7.517095,6.96939,-5.97709,35.12801,-34.38937,21.13192,90.1257,73.52316,622.8451,504.8715,526.7756,585.5127,520.5123,444.3207,287.9547,341.3527,722.4531,447.6793,718.5257,380.7071
5.01,338.0316,492.7834,384.897,-7.482459,6.985563,-5.959685,34.7656,-34.57877,20.90584,89.96694,73.80295,622.6941,501.8861,527.944,586.6972,516.8306,445.6617,285.877,340.719,722.5719,447.0134,719.1877,380.3096
5.02,337.8169,493.0362,384.7597,-7.419794,6.971407,-5.989883,34.33985,-34.63029,20.80045,89.83521,74.18329,622.5197,498.5846,529.1579,587.918,513.3541,447.1036,283.947,339.9928,722.6215,446.3337,720.0528,380.1624
5.03,337.606,493.2116,384.6561,-7.429018,6.970512,-5.979372,33.91775,-34.83113,20.69633,89.70264,74.48645,622.4325,495.2139,530.5605,588.9833,509.6875,448.5707,281.8219,339.4025,722.6883,445.6196,720.7396,379.8231
5.04,337.4065,493.4111,384.5627,-7.493868,6.974687,-5.971512,33.64276,-34.9932,20.48978,89.54198,74.5799,622.4721,491.8534,532.026,590.1386,506.36,450.1676,279.7749,338.7882,722.7182,444.9772,721.531,379.5297
5.05,337.2072,493.6179,384.4417,-7.515263,6.927842,-5.965587,33.22734,-35.11304,20.29499,89.4315,74.69517,622.5399,488.3559,533.5563,591.305,502.6989,451.7678,277.7262,338.2128,722.6825,444.3207,722.3062,379.4363
5.06,337.0089,493.8053,384.2941,-7.443931,6.892237,-5.974052,32.70235,-35.16327,20.09718,89.27188,75.09215,622.2894,484.9675,534.7818,592.533,499.0727,453.3577,275.7347,337.4905,722.6299,443.5997,722.9897,379.2829
5.07,336.8081,493.9606,384.1447,-7.390434,6.881094,-5.972369,32.28389,-35.3292,19.98991,89.07481,75.53493,622.1917,481.502,535.9511,593.9026,495.5062,454.9165,273.7482,336.9372,722.664,443.0214,723.6844,379.0202
5.08,336.5923,494.1238,383.9577,-7.272694,6.899609,-5.993525,31.84101,-35.46307,19.85068,88.87058,75.9202,621.8603,478.7802,537.4532,595.0257,491.4042,456.4237,271.8538,336.3189,722.6585,442.3463,724.4433,378.8541
5.09,336.3672,494.2916,383.7767,-7.166409,6.868545,-5.974489,31.3271,-35.47451,19.62446,88.5565,76.44384,621.6819,475.3593,538.4407,596.4222,487.3859,458.0269,269.9613,335.5608,722.4739,441.6143,725.0062,378.616
5.1,336.0832,494.4038,383.5377,-6.825952,6.810087,-5.941828,30.58523,-35.60102,19.32466,88.37057,76.78993,621.433,471.8981,539.4083,597.7964,483.2817,459.6766,268.0923,334.9258,722.5106,440.982,725.641,378.3136
5.11,335.8712,494.5684,383.3713,-6.687947,6.785881,-5.941727,30.00704,-35.82582,19.15317,88.40665,76.97478,621.2736,468.4194,540.7505,599.0873,479.1572,461.3636,266.353,334.1343,722.4147,440.338,726.3393,378.1635
5.12,335.6688,494.7652,383.2157,-6.585001,6.844516,-5.948048,29.48786,-36.00993,19.04861,88.33807,77.13783,621.2872,464.7089,541.9339,600.3777,475.2972,463.2105,264.4174,333.5415,722.3954,439.7587,726.9816,377.9387
5.13,335.414,494.909,383.0358,-6.377603,6.85742,-5.944175,28.77732,-36.14371,18.8569,88.41203,77.17236,621.2749,461.0106,543.2607,601.5301,471.4858,464.8993,262.7575,332.9087,722.4122,439.0583,727.6194,377.752
5.14,335.2191,495.097,382.8852,-6.343411,6.836719,-5.939216,28.27731,-36.23569,18.70708,88.28848,77.40354,621.1388,457.2335,544.4323,602.6587,467.7709,466.7446,260.9273,332.3522,722.4375,438.4848,728.2191,377.5606
5.15,334.9796,495.2826,382.6959,-6.492734,6.837674,-5.901115,28.0136,-36.44481,18.59824,88.32952,77.77286,620.8995,453.7165,545.6429,603.6877,464.0506,468.5545,259.2353,331.6922,722.3705,437.7665,728.8277,377.3919
5.16,334.775,495.499,382.5176,-6.56062,6.87222,-5.893116,27.63431,-36.57852,18.45172,88.28278,77.93088,620.3165,450.3892,546.5629,604.8009,460.3035,470.467,257.5769,330.9995,722.4103,437.1301,729.4916,377.2755
5.17,334.5618,495.6784,382.3859,-6.624837,6.895936,-5.891984,27.25662,-36.68357,18.29576,88.22686,78.29977,620.105,446.9157,547.6032,605.8435,456.6405,472.2858,255.887,330.429,722.3042,436.5575,730.0716,377.028
5.18,334.3511,495.8221,382.2283,-6.642412,6.896964,-5.863967,26.88421,-36.94719,18.3174,88.23306,78.60248,619.7329,443.387,548.4108,606.9806,452.7403,474.2037,254.3226,329.5683,722.185,435.9376,730.6858,376.7874
5.19,334.1144,495.9479,382.0751,-6.578554,6.866312,-5.818295,26.37317,-36.95381,17.97075,88.1004,78.95743,619.5118,439.8219,549.4494,608.0743,449.0024,476.1985,252.7086,329.014,722.0559,435.2978,731.2241,376.6029
5.2,333.9238,496.1292,381.943,-6.529966,6.837566,-5.801299,25.89064,-37.11864,17.84673,88.08919,79.25871,619.2961,436.4658,550.6134,609.0007,445.0877,478.072,251.2133,328.2449,721.9522,434.6701,731.7573,376.3692
5.21,333.7468,496.3048,381.8137,-6.541132,6.8778,-5.773271,25.46636,-37.25288,17.7155,88.08935,79.25597,619.1241,432.8015,551.6713,609.9722,441.4261,479.9953,249.564,327.6874,721.9051,433.9661,732.2958,376.285
5.22,333.5424,496.4078,381.6525,-6.521936,6.89483,-5.764153,25.09686,-37.43668,17.56383,88.04387,79.31621,619.012,429.0926,552.9321,610.7519,437.5596,481.993,248.1139,327.0153,721.7938,433.4635,732.968,376.1204
5.23,333.3888,496.588,381.5023,-6.510677,6.893827,-5.731002,24.66993,-37.59266,17.37638,87.93049,79.52808,618.8196,425.4821,554.1497,611.5953,434.1392,483.9708,246.6187,326.3105,721.728,432.7298,733.5789,376.1001
5.24,333.2258,496.7567,381.3392,-6.497345,6.888928,-5.704249,24.18481,-37.67274,17.1926,87.95853,79.41452,618.7377,421.7259,555.3526,612.2248,430.6484,485.9884,245.2203,325.6343,721.5831,432.2454,734.176,375.748
5.25,333.0704,496.9546,381.1507,-6.388549,6.927056,-5.663128,23.63874,-37.81227,17.00714,87.98355,79.35311,618.5421,418.2508,556.5999,612.8558,427.2389,487.934,243.7795,325.0272,721.4524,431.6861,734.739,375.6005
5.26,332.8842,497.0897,380.9505,-6.217958,6.952235,-5.626211,23.06136,-37.99362,16.78873,87.96096,79.45917,618.3667,414.8137,557.9694,613.4311,423.704,489.9835,242.3429,324.3155,721.3953,431.0075,735.218,375.406
5.27,332.7402,497.3331,380.7961,-6.138112,6.993782,-5.596395,22.57536,-38.23382,16.60454,87.96248,79.7395,617.9852,411.505,559.0887,613.9654,420.1425,491.9053,241.2932,323.4879,720.8038,430.3661,735.8097,375.4203
5.28,332.5648,497.566,380.6153,-6.025215,7.03098,-5.587733,22.02631,-38.31478,16.3825,87.93936,80.0861,617.7008,408.2491,560.1417,614.399,416.4853,493.9307,239.9602,322.6926,720.6647,429.8363,736.4414,375.1522
5.29,332.4078,497.8066,380.4646,-6.013115,7.074699,-5.577202,21.60916,-38.44461,16.18542,87.95512,80.59604,617.2297,405.0963,561.1543,614.8442,412.8939,495.6512,238.5659,321.8554,720.4355,429.0673,736.9754,375.0785
5.3,332.1298,497.9482,380.2456,-5.911618,7.018266,-5.460274,20.95885,-38.58747,15.84412,88.0001,81.24076,616.8024,401.7217,561.973,615.237,409.1205,497.5711,237.2303,320.9934,720.264,428.4484,737.4306,375.002
5.31,331.982,498.1345,380.0914,-5.820857,7.025777,-5.439893,20.45376,-38.64363,15.5648,87.95753,81.52515,616.5428,398.5026,563.2238,615.2622,405.289,499.5247,235.8168,320.1567,720.1307,427.7948,737.8748,374.7676
5.32,331.8203,498.278,379.9175,-5.652512,7.001527,-5.422347,19.75892,-38.68305,15.29214,87.98712,81.53105,616.0492,395.1105,564.4573,615.5859,401.803,501.3607,234.4115,319.5022,719.975,427.1714,738.4086,374.8733
5.33,331.669,498.4051,379.7296,-5.467833,6.985115,-5.408623,19.14197,-38.79325,15.03125,87.95145,81.4803,615.8257,391.4951,565.7538,615.773,398.2787,503.1527,232.9732,318.7507,719.6928,426.584,738.9428,374.6638
5.34,331.5048,498.5524,379.5707,-5.415521,6.974168,-5.381031,18.65955,-38.94689,14.74125,87.96115,81.38638,615.5281,388.0457,567.3428,615.9323,394.862,505.0303,231.5609,318.0486,719.5122,425.9568,739.5378,374.577
5.35,331.3566,498.7012,379.3972,-5.359912,6.961245,-5.326261,18.06916,-39.0228,14.41785,87.93664,81.27,615.2028,384.6213,568.7115,616.0497,391.4421,506.9185,230.1251,317.3362,719.4148,425.3139,740.0099,374.6035
5.36,331.1941,498.8309,379.2467,-5.317621,6.978258,-5.284827,17.48674,-39.09686,14.1432,87.9905,81.25938,614.6965,381.1684,570.0207,616.1168,388.1467,508.6491,228.6834,316.709,719.1673,424.8092,740.6439,374.4789
5.37,331.0123,498.9498,379.0973,-5.219894,6.940551,-5.231022,16.87514,-39.14074,13.88001,87.92167,81.48279,614.2407,377.7406,571.175,615.9447,384.6055,510.3649,227.2232,315.9722,718.8573,424.2387,741.2545,374.4036
5.38,330.8987,499.1406,378.9404,-4.973306,6.938248,-5.270091,16.17469,-39.22974,13.72898,87.93877,81.75037,613.4565,374.3382,572.065,615.8424,381.1686,511.8931,225.8168,315.2025,718.6364,423.6447,741.6546,374.2666
5.39,330.7585,499.3521,378.7826,-4.974034,6.973495,-5.195954,15.56452,-39.31296,13.44061,88.01215,82.26163,612.7909,371.3662,572.9714,615.6782,377.6725,513.4363,224.3144,314.4473,718.4012,423.022,742.0786,374.1882
5.4,330.5907,499.4905,378.6259,-4.988107,7.023847,-5.182916,15.13513,-39.34466,13.20053,87.89454,82.63192,611.9629,368.1909,573.7449,615.4115,373.8803,514.8101,222.8557,313.7426,718.0107,422.3563,742.5798,374.2663
5.41,330.4545,499.6433,378.4675,-4.982922,7.096107,-5.187459,14.74891,-39.53385,13.09152,87.94455,83.00768,611.1977,364.9374,574.5081,615.0638,370.3031,516.209,221.3721,313.0919,717.7631,421.7523,743.0802,374.2482
5.42,330.2818,499.712,378.2842,-5.026546,7.142516,-5.178494,14.33268,-39.64842,12.91813,87.92883,83.06239,610.3958,361.7282,575.4503,614.5755,366.7701,517.5814,219.893,312.4086,717.5102,421.3042,743.6409,374.1992
5.43,330.1258,499.7869,378.1047,-4.998307,7.173166,-5.143354,13.78324,-39.69266,12.65105,87.93717,82.91074,609.7772,358.5244,576.6609,614.1339,363.2802,518.9087,218.2979,311.8292,717.1889,420.7321,744.1205,374.1605
5.44,330.0246,499.9561,377.9425,-5.169031,7.216609,-5.099582,13.51512,-39.75667,12.40917,87.98677,82.84251,608.9119,355.2215,577.7238,613.6593,360.0887,520.2619,216.7434,311.2648,717.0088,420.2842,744.633,374.1684
5.45,329.8568,500.0249,377.7797,-5.258677,7.217296,-5.010726,13.12021,-39.83891,12.13013,87.9172,82.56241,608.1499,352.3327,578.9442,613.1482,356.8656,521.5961,215.2553,310.6773,716.7816,419.7786,745.1025,374.2981
5.46,329.6832,500.0949,377.6425,-5.172466,7.200523,-4.933135,12.467,-39.83708,11.80796,87.96138,82.65551,607.1558,348.6765,579.7489,612.4587,353.5334,523.0075,213.6859,310.1944,716.4574,419.232,745.4921,374.133
5.47,329.5147,500.1595,377.4866,-5.075459,7.201447,-4.8769,11.76838,-39.82585,11.72171,88.00277,82.55396,606.2348,345.7381,580.7639,611.8721,350.4669,524.3468,212.0938,309.745,716.2716,418.7423,745.9209,374.1353
5.48,329.3412,500.2181,377.3511,-5.071794,7.232733,-4.840738,11.33652,-39.90372,11.49398,87.95747,82.92315,605.1202,342.6314,581.4193,611.2027,347.3741,525.5433,210.5401,309.2071,715.9968,418.2358,746.4483,374.1857
5.49,329.1572,500.3177,377.2332,-5.061366,7.28861,-4.799401,10.83288,-39.93657,11.2673,87.99082,83.09505,604.2217,339.8445,582.3671,610.6416,344.2931,526.7226,209.0344,308.7441,715.69,417.6805,746.8072,374.0122
5.5,328.9049,500.3306,377.0677,-4.741699,7.225295,-4.768447,9.957854,-39.89523,10.96367,87.98672,83.39357,603.1334,336.8231,583.0178,609.8598,341.0626,527.9241,207.4365,308.2871,715.3195,417.1106,747.2071,374.0892
5.51,328.717,500.4057,376.9837,-4.651216,7.242107,-4.731905,9.377839,-39.96474,10.72827,88.00342,83.84116,602.0536,333.8928,583.6748,609.0387,337.7039,529.008,205.9295,307.8288,714.9954,416.5862,747.5845,374.1696
5.52,328.53,500.4947,376.9176,-4.555071,7.257364,-4.703581,8.814805,-40.04734,10.44573,88.00197,84.09711,600.9815,331.3065,584.4804,608.4234,334.657,530.1106,204.3423,307.492,714.7307,416.0795,747.8677,374.1186
5.53,328.3052,500.5597,376.8628,-4.518316,7.273893,-4.694242,8.308007,-40.08411,10.20619,87.99308,84.34663,599.9932,328.1857,585.3646,607.6111,331.496,531.1781,202.9132,307.0465,714.3563,415.5299,748.2143,374.2409
5.54,328.1034,500.6364,376.7928,-4.42716,7.301083,-4.719776,7.787627,-40.11623,9.990697,87.95756,84.31224,599.0318,325.3416,586.4501,606.8745,328.3441,532.2917,201.2903,306.694,714.1011,415.0083,748.6235,374.2336
5.55,327.8701,500.6927,376.7378,-4.446475,7.294614,-4.707223,7.356912,-40.1735,9.774214,87.87388,84.63947,598.066,322.4252,587.5673,606.1606,325.4359,533.5556,199.7562,306.4097,713.8779,414.5234,748.9449,374.2351
5.56,327.6792,500.7916,376.6824,-4.37465,7.313436,-4.696903,6.852955,-40.28034,9.525583,87.95578,84.34882,597.0664,319.6002,588.6894,605.3101,322.3867,534.6985,198.3679,306.0291,713.534,413.9919,749.232,374.2777
5.57,327.491,500.88,376.6536,-4.302314,7.327466,-4.68407,6.357739,-40.3303,9.316509,87.92998,84.45072,595.9856,316.7422,589.7488,604.5748,319.6885,536.066,196.8735,305.7241,713.3236,413.5369,749.5846,374.2276
5.58,327.2797,500.9529,376.6118,-4.321472,7.324811,-4.647912,5.970017,-40.26715,9.097837,87.82984,84.35939,594.9365,314.3382,590.6241,603.8454,316.7845,537.2226,195.3977,305.5487,713.1264,412.9929,749.8951,374.3652
5.59,327.0972,501.0786,376.5686,-4.221613,7.343461,-4.64748,5.423857,-40.34262,8.925456,87.90506,84.50086,593.8004,311.4799,591.5218,603.0576,313.9514,538.3979,194.0561,305.1997,712.838,412.4785,750.2157,374.5269
5.6,326.9122,501.1808,376.5746,-4.175933,7.354967,-4.641559,5.034135,-40.397,8.740452,87.92884,84.52314,592.8143,308.9029,592.3862,602.3053,311.1947,539.5959,192.5668,305.0027,712.5401,411.9486,750.4853,374.5369
5.61,326.7311,501.3284,376.5411,-4.076936,7.434415,-4.663409,4.630733,-40.55057,8.63356,87.86778,84.88772,591.6421,306.2948,593.0589,601.3648,308.1506,540.7924,191.2508,304.8496,712.2935,411.3184,750.7182,374.7062
5.62,326.561,501.469,376.5742,-4.025553,7.450842,-4.679865,4.182899,-40.55927,8.46946,87.86678,85.06216,590.5353,303.9004,593.9176,600.5465,305.3787,541.9333,189.7812,304.6996,712.0301,410.6156,750.9696,374.8938
5.63,326.373,501.6065,376.5664,-3.971547,7.463463,-4.665947,3.6923,-40.61897,8.238874,87.92657,85.30228,589.3945,301.3768,594.5035,599.5359,302.4392,543.1181,188.4244,304.3964,711.6422,410.1323,751.2747,374.7941
5.64,326.1654,501.7196,376.5828,-3.853242,7.456907,-4.660576,3.192853,-40.6596,8.052611,87.89781,85.25758,588.3,298.9176,595.4146,598.7259,299.8912,544.2208,187.0493,304.2575,711.364,409.3831,751.4687,374.8718
5.65,325.9443,501.8314,376.6324,-3.796156,7.461717,-4.673061,2.771706,-40.65189,7.867334,87.87767,85.2905,587.1316,296.3767,596.3019,597.7739,297.2714,545.3014,185.617,304.0595,711.0817,408.8666,751.7538,374.9564
5.66,325.7089,501.9554,376.6751,-3.786927,7.464286,-4.685615,2.390256,-40.65607,7.723495,87.89569,85.041,586.1711,294.1743,597.5013,597.0053,294.8931,546.4818,184.211,303.9769,710.7735,408.3198,752.0537,375.1732
5.67,325.4646,502.0623,376.7043,-3.671268,7.456661,-4.688368,1.909493,-40.65294,7.520325,87.87117,84.10624,585.3444,292.0504,599.1016,596.2202,292.6231,547.5748,182.8796,303.8164,710.6047,407.6932,752.3406,375.4445
5.68,325.2233,502.195,376.7447,-3.687566,7.44739,-4.682086,1.583158,-40.64158,7.332994,87.86249,84.22014,584.2198,289.6587,599.9865,595.3199,290.2895,548.8735,181.5338,303.7671,710.3197,407.021,752.6289,375.5691
5.69,324.9845,502.3474,376.8106,-3.545368,7.434855,-4.708475,1.151878,-40.63109,7.173751,87.83457,84.22489,583.0102,287.5993,600.6203,594.4277,288.0852,549.8672,180.1644,303.6196,710.0527,406.4662,752.8929,375.7621
5.7,324.7248,502.4674,376.8436,-3.526919,7.407451,-4.709941,0.8333527,-40.60579,7.045519,87.86425,84.20429,581.9833,285.5081,601.5019,593.5015,286.1019,550.8872,178.9635,303.3839,709.8233,405.808,753.1964,376.1643
5.71,324.4832,502.6187,376.9179,-3.44206,7.394446,-4.719142,0.4302865,-40.61868,6.932426,87.85799,84.38226,580.7472,283.3874,601.9336,592.5649,283.8659,551.7753,177.699,303.2153,709.4656,405.174,753.5556,376.3841
5.72,324.2102,502.7576,376.9929,-3.585454,7.401212,-4.675757,0.2217821,-40.62187,6.74056,87.87238,84.3177,579.712,281.7457,602.7442,591.5432,281.7405,552.7355,176.396,303.154,709.212,404.606,753.8735,376.5295
5.73,324.0084,502.9586,377.0404,-3.596725,7.391181,-4.714274,-0.001865481,-40.61722,6.65259,87.82877,84.63938,578.6086,279.6741,603.3142,590.4905,279.6749,553.5904,175.2727,303.0078,709.0342,404.1364,754.2213,376.7209
5.74,323.789,503.0811,377.1029,-3.532063,7.410502,-4.749529,-0.3527632,-40.61546,6.555999,87.80126,84.56634,577.7362,277.9546,604.3246,589.6258,277.6194,554.452,174.1051,302.8469,708.6698,403.5901,754.5532,376.9135
5.75,323.6019,503.2522,377.1389,-3.679669,7.461104,-4.772193,-0.4356287,-40.62457,6.443832,87.80986,84.62045,576.6312,276.1529,604.932,588.6762,275.5865,555.4364,172.9575,302.7302,708.4504,402.9834,754.9084,377.0323
5.76,323.3557,503.3318,377.2154,-3.557307,7.466175,-4.790781,-0.7956323,-40.68325,6.341223,87.82708,84.39774,575.7433,274.469,605.8424,587.9016,273.8857,556.3481,171.886,302.5859,708.2427,402.2902,755.0717,377.2695
5.77,323.1516,503.4541,377.279,-3.561902,7.48872,-4.792065,-0.9894683,-40.7548,6.310694,87.82184,84.37155,574.7959,272.7652,606.4625,586.9395,271.9124,557.2848,170.8047,302.4936,708.0439,401.6489,755.3264,377.4009
5.78,322.9327,503.5921,377.3498,-3.465367,7.492775,-4.818615,-1.312847,-40.75144,6.165334,87.77322,84.52003,573.8074,271.0752,606.974,586.2534,270.4067,558.2025,169.8372,302.3428,707.7447,400.8872,755.5951,377.8301
5.79,322.6682,503.6873,377.434,-3.331771,7.494043,-4.855486,-1.629713,-40.76684,6.03904,87.76701,84.38159,573.0082,269.7006,607.7929,585.537,268.8933,559.1044,168.8175,302.1627,707.5454,400.1255,755.7677,378.1482
5.8,322.4018,503.7981,377.5162,-3.220301,7.521486,-4.916577,-1.893169,-40.76429,6.036904,87.79622,84.38322,572.1536,268.2079,608.3875,584.7094,267.3275,559.8592,167.9308,302.0478,707.3743,399.6123,756.0722,378.1343
5.81,322.145,503.9559,377.6001,-3.135968,7.497235,-4.963455,-2.16571,-40.76852,6.008129,87.78165,84.63623,571.2258,266.913,608.6818,583.9685,265.8611,560.6599,167.0934,301.9528,707.1143,398.9173,756.413,378.4914
5.82,321.8728,504.0913,377.6772,-3.065048,7.520109,-5.017629,-2.440578,-40.74392,5.872289,87.83067,84.56306,570.588,265.5658,609.367,583.3401,264.4828,561.2833,166.2319,301.8484,706.9545,398.2018,756.6472,378.8691
5.83,321.6142,504.2703,377.7666,-3.109113,7.536872,-5.033497,-2.568908,-40.79747,5.796008,87.8461,84.67334,569.8413,264.3161,609.7729,582.577,262.8291,561.9009,165.5051,301.7665,706.6472,397.4873,756.8558,379.0689
5.84,321.3714,504.4154,377.8412,-3.015393,7.535684,-5.049906,-2.818957,-40.77831,5.705178,87.85174,85.48888,568.7667,262.6501,609.3801,581.9227,261.5306,562.5316,164.7347,301.7209,706.4464,396.8234,757.0911,379.306
5.85,321.1625,504.5798,377.9113,-3.011129,7.563259,-5.068406,-2.949907,-40.83997,5.642595,87.8092,84.96918,568.5178,261.9896,610.7159,581.4463,260.2939,563.3358,164.1012,301.5921,706.3436,396.2014,757.3596,379.5587
5.86,320.9266,504.689,377.9886,-2.989489,7.587525,-5.09611,-3.084983,-40.85729,5.603497,87.79882,84.70882,567.8474,261.0778,611.1835,580.8766,259.3245,564.1248,163.4283,301.5827,706.229,395.6188,757.6326,379.6381
5.87,320.6779,504.8033,378.0497,-2.878767,7.599647,-5.107872,-3.317508,-40.82562,5.540513,87.77536,84.48788,567.2262,260.0675,611.6595,580.4768,258.7382,564.9906,162.863,301.488,706.1027,394.9528,757.8123,379.9203
5.88,320.4634,504.9355,378.1206,-2.855279,7.61095,-5.143204,-3.407205,-40.86973,5.548077,87.77858,84.4917,566.6641,258.9888,612.0714,580.2426,258.5117,566.0066,162.3439,301.4027,705.9611,394.2072,757.9681,380.2026
5.89,320.2437,505.0587,378.2057,-2.746044,7.630414,-5.169733,-3.594831,-40.89011,5.520902,87.78336,84.26489,566.2358,258.4228,612.6246,579.9891,258.5651,566.7647,161.7621,301.3796,705.8576,393.4884,758.1784,380.5004
5.9,320.0266,505.171,378.2881,-2.679923,7.648669,-5.202047,-3.699242,-40.90744,5.486374,87.76926,84.11953,565.8888,258.1751,613.2369,579.7388,258.6529,567.4788,161.2778,301.2697,705.6575,392.8618,758.4209,380.8357
5.91,319.8234,505.3338,378.3474,-2.570266,7.701528,-5.244788,-3.762176,-41.0239,5.556684,87.7536,84.11608,565.5945,258.1428,613.6776,579.4966,258.7745,568.0871,160.8357,301.1238,705.3682,392.2898,758.6252,381.0287
5.92,319.6218,505.4529,378.4392,-2.48778,7.714318,-5.285092,-3.847934,-41.02176,5.501215,87.7594,84.22035,565.3103,258.2917,613.9413,579.3013,258.8257,568.6053,160.4342,300.9251,705.0909,391.6772,758.8003,381.1575
5.93,319.3861,505.5324,378.5221,-2.383172,7.72274,-5.341647,-3.941724,-40.75525,5.455221,87.68467,84.55049,565.0135,258.4864,613.9786,579.2398,258.9407,569.0036,160.0646,300.7869,704.836,391.0687,759.017,381.5084
5.94,319.201,505.6651,378.6071,-2.356541,7.76218,-5.385785,-3.988162,-40.67738,5.275159,87.75256,85.28255,564.4565,258.1961,613.3192,579.1346,259.0217,569.3924,159.7338,300.6481,704.5695,390.3827,759.194,381.9184
5.95,318.999,505.8059,378.6822,-2.358569,7.781731,-5.429588,-3.961381,-40.57618,5.205593,87.74915,85.53997,564.2544,258.4025,613.3196,579.0247,259.1093,569.7285,159.4044,300.5958,704.3245,389.8132,759.323,382.1586
